,precision,recall,f1-score,support
0,0.9166666666666666,0.8048780487804879,0.8571428571428571,41.0
1,0.5294117647058824,0.75,0.6206896551724138,12.0
accuracy,,,0.7924528301886793,53.0
macro avg,0.7230392156862745,0.7774390243902439,0.7389162561576355,53.0
weighted avg,0.8289863115057342,0.7924528301886793,0.8036062831118134,53.0
micro avg,0.7924528301886793,0.7924528301886793,0.7924528301886793,53.0
