,precision,recall,f1-score,support
0,0.84,0.5121951219512195,0.6363636363636364,41.0
1,0.2857142857142857,0.6666666666666666,0.4,12.0
accuracy,,,0.5471698113207547,53.0
macro avg,0.5628571428571428,0.589430894308943,0.5181818181818182,53.0
weighted avg,0.7145013477088948,0.5471698113207547,0.5828473413379074,53.0
micro avg,0.5471698113207547,0.5471698113207547,0.5471698113207547,53.0
