,precision,recall,f1-score,support
0,0.7857142857142857,0.8048780487804879,0.7951807228915663,41.0
1,0.2727272727272727,0.25,0.2608695652173913,12.0
accuracy,,,0.6792452830188679,53.0
macro avg,0.5292207792207793,0.5274390243902439,0.5280251440544788,53.0
weighted avg,0.66956628277383,0.6792452830188679,0.6742046117200549,53.0
micro avg,0.6792452830188679,0.6792452830188679,0.6792452830188679,53.0
